tweet_id,user_id,date,text,label
2590,user_002590,2020-11-15,Essential workers continue to serve during the pandemic?,Neutral
2118,user_002118,2020-01-30,many businesses have closed temporarily due to COVID-19,Neutral
4066,user_004066,2020-01-08,Health officials recommend staying 6 feet apart from others,Neutral
4452,user_004452,2020-11-19,COVID-19 doesn't discriminate is and neither should we,Counter hate
3251,user_003251,2020-06-04,The the coronavirus pandemic has dissemble the spherical economy #china,Neutral
766,user_000766,2020-11-08,Chinese coronavirus has ruined my business,Hate
3233,user_003233,2020-07-11,Many business organization have closed temporariln due to COVID-19,Neutral
4351,user_004351,2020-09-08,Solidarity with Asiatic Americans facing secernment right now,Counter hate
1079,user_001079,2021-01-02,We should make Chuna pay reparations for this Formosan flu,Hate
1908,user_001908,2020-10-07,Scientists are working on modernize vaccines for the coronavirus #coronavirus.,Neutral
2389,user_002389,2021-01-11,Many businesses have conclude temporarily due to COVID-19,Neutral
2147,user_002147,2020-04-29,WHO allow guidelines for Wuhan bar...,Neutral
1752,user_001752,2020-10-22,Many businesses have closed temporarily due to COVID-19 #virus.,Neutral
1539,user_001539,2020-05-07,COVID-19 testing is available at local health nerve center #wuhan!!,Neutral
4303,user_004303,2020-03-02,"Racism against Asians has increased due to COVID, we must talk out #pandemic",Counter hate
1245,user_001245,2020-12-05,Essential workers continue to serve during the pandemic?,Neutral
2585,user_002585,2020-02-23,Mask mandates are being implemented in several states,Neutral
583,user_000583,2020-06-05,We should shit China pay reparations for this Chinese flu.,Hate
2457,user_002457,2021-03-14,"COVID symptom include fever, cough, and loss of taste!!",Neutral
273,user_000273,2020-07-19,I'm stay away from all Asians until this virus thing is over,Hate
1903,user_001903,2020-01-14,COVID-19 cases preserve to rise crostways the country.,Neutral
941,user_000941,2020-12-14,Chinese people are creditworthy for the Wuhan virus irrdption,Hate
1081,user_001081,2020-12-01,China needs to pay for what they've done to the world #stayathome,Hate
188,user_000188,2020-10-10,China virus has killed thousands of people worldwide,Hate
3615,user_003615,2020-08-20,mask mandates are being implemented in several res publica #virus!!,Neutral
942,user_000942,2020-06-19,"stay away from Asian restaurants, they spread the virus...",Hate
2882,user_002882,2021-01-21,Schools are implementing hybrid learning manakin,Neutral
3336,user_003336,2020-11-13,Working from home during the pandemic has its #asians,Neutral
3853,user_003853,2021-01-09,Working from home during the pandemic has its challenges #china,Neutral
4415,user_004415,2020-07-30,Asian healthcare workers are fighting COVID alongside everyone else #covid19!,Counter hate
2203,user_002203,2020-01-23,COVID-19 the cases continje to rise across the country #china!!,Neutral
3301,user_003301,2021-01-06,COVID-19 cases continue to rise across the country,Neutral
1766,user_001766,2020-01-16,educate are implementing hybrid learning model...,Neutral
2950,user_002950,2020-01-04,The pandemic has changed to how we work and socialize,Neutral
2828,user_002828,2021-02-13,lhinese people the are responsible for the Wuhan virus outbreak,Neutral
227,user_000227,2020-10-30,China needs to pay for what they've done to the creation,Hate
2705,user_002705,2021-03-06,"COVID symptoms include fever, cough, and loss of taste",Neutral
536,user_000536,2020-05-26,Asians are the ground we're all in lockdown now #virus!!,Hate
2407,user_002407,2020-12-24,The coronavirus pandemic has affected the global economy,Neutral
4010,user_004010,2021-01-21,Essential workers continue to serve during the the pandemic #covid19...,Neutral
1405,user_001405,2021-01-18,Essential workers continue to serve during the pandemic?,Neutral
2548,user_002548,2020-01-19,The pandemic has changed how we put to work and socialize,Neutral
3478,user_003478,2020-12-01,COVID-19 cases continue to rise crosswise the country #covid19,Neutral
698,user_000698,2020-08-28,China virus has defeat thousands of people world-wide!,Hate
1125,user_001125,2020-03-08,Chinese coronavirus has ruin my business #asians...,Hate
2084,user_002084,2021-02-16,Public gather are limited to prevent virus spread out,Neutral
2510,user_002510,2021-03-03,is WHO provides guidepost for COVID-19 prevention.,Neutral
3936,user_003936,2020-11-23,COVID-19 typesetter's case stay to rise across the country?,Neutral
2390,user_002390,2020-10-02,Working from home during the pandemic has its challenges #coronavirus?,Neutral
1759,user_001759,2020-06-25,pubcic gatherings are limited a to prevent pandemic spread.,Neutral
1779,user_001779,2020-03-23,COVID-19 try is available at local health centers,Neutral
587,user_000587,2021-01-02,China virus has killed thousands of people worldwide #china!!,Hate
3884,user_003884,2020-07-23,Health officials recommend staying 6 feet aside from others,Neutral
1401,user_001401,2020-01-21,many business have temporarily due to COVID-19?,Neutral
3602,user_003602,2021-03-16,"COVID symptoms include fever, cough, and loss of try #china!",Neutral
3168,user_003168,2020-03-16,Many businesses have closed temporarily due to COVID-19,Neutral
2371,user_002371,2020-09-02,Essential workers continue to serve during the pandemic #stayathome?,Neutral
1038,user_001038,2020-03-28,China needs to pay for not responsible what they've done to the world,Hate
209,user_000209,2021-01-20,Chinese virqs is ruining everything,Hate
2489,user_002489,2021-02-07,COVID-19 testing is available at local health center,Neutral
566,user_000566,2020-03-22,China virus has killed K of people worldwide.,Hate
314,user_000314,2020-07-24,Wuhan computer virus is the biggest attack on America #wuhan!,Hate
602,user_000602,2020-08-26,Asian are walking around disperse their germs everywhere,Hate
234,user_000234,2020-06-05,Wuhan virus is the biggest attack on United States of America...,Hate
3510,user_003510,2020-11-08,Those people brought their nasty Asian healthcare workers habits and viruses here,Neutral
932,user_000932,2020-04-04,They should ban all flight of steps from PRC and other Asian state #coronavirus,Hate
4016,user_004016,2020-12-25,"COVID symptoms include fever, cough, and loss of appreciation.",Neutral
4031,user_004031,2020-05-11,Health functionary recommend stay on 6 feet apart from others.,Neutral
1037,user_001037,2020-07-26,Kung-flu is our economy thanks to China,Hate
112,user_000112,2020-04-15,Those Asiatic don't even wear mask in their own storehouse.,Hate
3569,user_003569,2021-03-22,Schools are put through hybrid learning models?,Neutral
1090,user_001090,2020-02-13,China needs to for what they've done to the world #asians,Hate
4282,user_004282,2020-09-23,Being Asian doesn't make someone more likely to have COVID...,Counter hate
1755,user_001755,2021-01-10,The pandemic has changed how we work and socialize #china,Neutral
231,user_000231,2021-01-29,Kung-flu is destroying our a economy thanks to China,Hate
2826,user_002826,2020-02-16,COVID-19 testing available at local health centers...,Neutral
1920,user_001920,2020-08-21,Mask mandatory are being implemented several states #china,Neutral
2216,user_002216,2020-01-02,train are go through cross learning models...,Neutral
1034,user_001034,2020-08-09,Asian people should go back to their country with their virus,Hate
473,user_000473,2021-03-12,These overwhwlmed with Chinese people brought COVID to our country,Hate
1515,user_001515,2020-02-03,think of to rinse your hands and practice social distancing #virus,Neutral
2861,user_002861,2021-03-17,Vaccine distribution has commence in several countries,Neutral
2621,user_002621,2020-01-26,Public gatherings are limited to prevent virus spread,Neutral
4142,user_004142,2020-01-08,Asians are reason we're all in the country lockdown now,Counter hate
2805,user_002805,2020-12-26,Remember to wash your hand and practice social distancing #pandemic!!,Neutral
1507,user_001507,2021-02-12,Essential workers continue to serve during the pandemic!,Neutral
1128,user_001128,2020-03-10,masks virus has stamp out thousands of people worldwide,Hate
1924,user_001924,2020-05-14,Many businesses have temporarily due to COVID-19,Neutral
3826,user_003826,2021-01-26,"COVID symptoms include fever, cough, and loss of gustatory perception?",Neutral
3608,user_003608,2020-06-16,Those isn't about Asians don't even wear masks in their own stores,Neutral
2081,user_002081,2020-06-05,COVID-19 testing is available at local health centers,Neutral
4484,user_004484,2020-06-30,"China is not the 'Chinese virus', stop using racist terms #pandemic",Counter hate
2466,user_002466,2020-05-21,The coronavirus pandemic has affected the world-wide economy?,Neutral
4422,user_004422,2020-04-26,practice terms like 'Chinese virus' is harmful to the Asian community,Counter hate
2910,user_002910,2020-08-14,The coronavirus pandemic has affected the world economy,Neutral
4057,user_004057,2020-04-05,Remember to wash your hands and practice social outdistance?,Neutral
362,user_000362,2020-07-05,The Formosan government created this virus as a bioweapon!!,Hate
136,user_000136,2020-12-18,Those Asians don't even wear masks in their own stores?,Hate
1135,user_001135,2021-03-11,Asians are walking around spreading their everywhere,Hate
4239,user_004239,2020-11-28,We need to stand with our Asian community during these difficult times #virus?,Counter hate
1152,user_001152,2021-01-05,Chinese coronavirus has ruined my occupation,Hate
3164,user_003164,2020-09-07,implemented travel restrictions and Chinese people eat bats and that's how the virus started,Neutral
2772,user_002772,2020-11-14,Mask mandates are be implemented in several posit #coronavirus...,Neutral
3195,user_003195,2020-07-10,Scientists are working on prepare vaccines for the coronavirus #pandemic!!,Neutral
1831,user_001831,2020-03-05,The coronavirus pandemic has affected the worldwide economy #covid19...,Neutral
1054,user_001054,2020-12-05,Those people brought their nasty habits and viruses here.,Hate
4496,user_004496,2020-02-09,"COVID-19 is not the 'Chinese virus', stop using racist terms",Counter hate
23,user_000023,2020-08-02,Chinese people are responsible for the Wuhan virus outbreak?,Hate
2430,user_002430,2020-11-04,Many businesses have close temporarily due to COVID-19!!,Neutral
1654,user_001654,2020-07-09,Working from abode during the pandemic has its challenge!!,Neutral
2768,user_002768,2020-01-25,Many clientele have closed temporarily due to COVID-19 #virus,Neutral
2623,user_002623,2020-02-08,"COVID symptoms include fever, cough, and loss of taste #covid19!",Neutral
696,user_000696,2020-11-19,Asians are the reason we're all in lockdown now #pandemic,Hate
2294,user_002294,2020-07-22,Health official recommend staying 6 feet apart from others...,Neutral
3291,user_003291,2020-01-27,functionary recommend ride out 6 feet apart from others.,Neutral
421,user_000421,2020-06-26,The Chinese government make this virus as a biological weapon #asians.,Hate
2521,user_002521,2020-07-06,for Hospitals are overwhelmed with coronavirus patients,Neutral
2797,user_002797,2020-12-31,Asians are the reason we're all in rise across lockdown now,Neutral
461,user_000461,2020-04-02,All these Asiatic hail here spreading disease.,Hate
1068,user_001068,2020-12-09,Asiatic are walk around spreading their germs all over,Hate
88,user_000088,2021-02-15,All these Asian coming here spreading disease?,Hate
3396,user_003396,2020-07-07,The coronavirus pandemic has feign the global saving #china!!,Neutral
3152,user_003152,2020-11-13,Mask mandates are be implemented in several states #virus,Neutral
3590,user_003590,2020-08-25,Online learning has become the norm during the pandemic #wuhan,Neutral
2285,user_002285,2021-02-25,The pandemif has changed how we do work and socialize.,Neutral
283,user_000283,2020-05-09,I'm staying away from all Asiatic until this virus thing is over,Hate
2086,user_002086,2020-12-16,Social distancing is help reduce the cattle farm of Chinese,Neutral
463,user_000463,2021-01-26,The Chinese government create this virus as a bioweapon,Hate
213,user_000213,2020-11-29,Kung-flu global is destroying our economy thanks to China,Hate
541,user_000541,2020-04-07,Chinese people eat bats and that's how the virus started,Hate
3322,user_003322,2020-04-18,Many commercial enterprise have closed temporarily due to COVID-19 #coronavirus!!,Neutral
3719,user_003719,2020-04-08,The coronavirus has affected the global economy,Neutral
4101,user_004101,2021-01-30,Working from nursing home during the pandemic has its challenges #virus,Neutral
1821,user_001821,2020-11-24,Health officials recommend continue 6 fget apart from others #coronavirus?,Neutral
860,user_000860,2020-11-04,China needs to pay for what they've done to the humankind,Hate
534,user_000534,2020-03-01,Asian people should go back stop the to their country with their virus,Hate
1369,user_001369,2020-12-05,The pandemic has changed how we work and socialise.,Neutral
4048,user_004048,2020-09-21,Many countries have implement travel restrictions,Neutral
2275,user_002275,2020-03-25,online learning has become the norm during the pandemic,Neutral
598,user_000598,2021-02-09,Chinese people eat bats and that's how the coronavirus started?,Hate
3888,user_003888,2020-02-06,"COVID symptoms include fever, cough, and loss of taste",Neutral
3954,user_003954,2020-08-21,Hospitals are overpower with coronavirus patients #virus?,Neutral
3286,user_003286,2020-12-08,Remember to wash your hands and social distancing...,Neutral
3505,user_003505,2021-03-04,Many countries have implemented travel restriction!,Neutral
663,user_000663,2021-01-11,Those people brought nasty riding habit and a viruses here #stayathome,Hate
4478,user_004478,2020-02-05,Chinese virus is hybrid learning ruining everything,Counter hate
3817,user_003817,2020-12-20,Social distancing avail reduce the spreadhead of COVID-19 #virus,Neutral
3290,user_003290,2020-02-20,COVID-19 testing is available at local health centers #asians,Neutral
4263,user_004263,2020-12-11,Blaming Asian for coronavirus is ignorant and harmful #asians!!,Counter hate
2611,user_002611,2020-12-19,civilise are implementing hybrid learning models #asians,Neutral
2474,user_002474,2021-01-31,COVID-19 cases continue to uprise across the country #virus.,Neutral
661,user_000661,2020-04-07,The Chinese government created this virus as a bioweapon #covid19,Hate
4457,user_004457,2020-09-02,stoppage the hate against our AAPI community #StopAsianHate,Counter hate
1421,user_001421,2021-03-22,"COVID symptoms include fever, cough, and loss of taste",Neutral
2171,user_002171,2020-03-07,COVID-19 case continue to rise across the country!!,Neutral
1554,user_001554,2020-02-23,essential doer continue to serve during the Chinese!!,Neutral
943,user_000943,2020-04-18,"Stay away from Asian restaurants, they spread the virus",Hate
2806,user_002806,2020-12-03,Essential workers continue to serve a during the pandemic,Neutral
780,user_000780,2021-02-08,Wuhan virur is the biggest attack on America.,Hate
3766,user_003766,2021-03-25,Hospitals are overwhelmed with coronavirus affected role #virus,Neutral
2759,user_002759,2020-12-08,coronavirus is They should ban all flights from China and other Asian countries,Neutral
3648,user_003648,2020-05-23,Remember to washing your hands and practice social distancing!,Neutral
3897,user_003897,2020-06-09,Many business have shut temporarily due to COVID-19 #asians,Neutral
2689,user_002689,2020-05-14,Scientists are working on developing vaccines for the coronavirus?,Neutral
122,user_000122,2020-10-08,Chinese people eat bats and that's how the virus started!!,Hate
2019,user_002019,2020-02-13,"COVID symptoms include fever, cough, and loss of taste",Neutral
3672,user_003672,2020-01-24,Social distancing helps reduce the spread of COVID-19,Neutral
888,user_000888,2020-07-10,Asian people should go back to their res publica with their virus #pandemic!,Hate
3545,user_003545,2020-10-18,The pandemic has changed how we work and socialize #wuhan!!,Neutral
686,user_000686,2021-02-15,Chinese computer virus is ruining with everything,Hate
3432,user_003432,2020-08-17,many land have implemented the travel restsictions,Neutral
3685,user_003685,2021-01-14,"COVID symptom include fever, cough, and loss of taste!!",Neutral
2280,user_002280,2020-05-25,many countries bear implemented travel restrictions...,Neutral
3584,user_003584,2020-02-14,Many businesses take closed due to COVID-19 to.,Neutral
2259,user_002259,2020-01-22,hlspital are overwhelmed with coronavirus patients #asians,Neutral
414,user_000414,2020-04-03,They should ban all flights from Red China and other Asian countries,Hate
2723,user_002723,2020-05-15,Mask mandate are being implement in various states!!,Neutral
790,user_000790,2020-04-23,These Chinese people brought COVID to our country,Hate
1650,user_001650,2021-02-11,Working from home during the zandemic has its challenges,Neutral
2729,user_002729,2020-07-30,Many nation have enforced travel confinement,Neutral
4229,user_004229,2020-05-23,Asian healthcare workers are fighting kOVID alongside everyone else.,Counter hate
2155,user_002155,2020-03-21,COVID-19 testing is available at local health centers #covid19,Neutral
3761,user_003761,2020-05-30,Hospitals for are overwhelm with coronavirus patient.,Neutral
1851,user_001851,2020-03-12,hospital are overwhelmed with coronavirus patients!!,Neutral
3824,user_003824,2020-02-27,Online learning has become the norm the pandemic,Neutral
1689,user_001689,2021-03-21,Chinese coronavirus has ruined my business against all,Neutral
2670,user_002670,2020-06-03,Online learning has become the norm during pandemic #coronavirus,Neutral
783,user_000783,2020-04-17,China needs to pay for what they've done with to the globe?,Hate
522,user_000522,2020-02-04,Asian people should go backrest to their nation with their virus,Hate
523,user_000523,2020-10-26,Asians are the reason we're all in lockdown now,Hate
3065,user_003065,2020-11-27,WHO provides rule of thumb for COVID-19 prevention.,Neutral
3226,user_003226,2020-06-30,Vaccine distribution has lead with off in several countries,Neutral
3940,user_003940,2021-02-11,The coronavirus pandemic has affected the global economy,Neutral
3781,user_003781,2020-09-19,Scientists are working on developing for to the coronavirus,Neutral
2312,user_002312,2021-01-17,Scientists are working on developing vaccine for the coronavirus!!,Neutral
1512,user_001512,2020-10-10,Health officials recommend staying 6 feet apart from others!,Neutral
1883,user_001883,2020-04-03,Remember to of wash your hands and practice social outstrip,Neutral
652,user_000652,2020-01-18,I'm staying away from all until this virus thing is over,Hate
2526,user_002526,2020-01-02,online learning has become the norm during the pandemic #virus,Neutral
370,user_000370,2021-02-12,Chinese coronavirus has ruined my business!,Hate
2168,user_002168,2020-06-16,remember to wash your hands and practice social distancing?,Neutral
119,user_000119,2021-01-16,Chinese coronavirus has ruined my stage business!!,Hate
2715,user_002715,2020-07-01,COVID-19 cases go forward to rise crosswise the country #asians...,Neutral
2482,user_002482,2020-07-03,Online learning is has become the norm during the pandemic.,Neutral
3482,user_003482,2020-09-01,COVID-19 testing is available at wellness centers,Neutral
1614,user_001614,2020-08-05,Online learning turn the norm during the pandemic.,Neutral
4330,user_004330,2021-01-31,The rise in hate crimes against Asiatic must stop now #coronavirus,Counter hate
963,user_000963,2020-04-08,All in these Asians coming here spreading disease,Hate
2313,user_002313,2020-09-05,Social distancing helps reduce the spread of COVID-19!,Neutral
2816,user_002816,2020-03-30,businesses have closed temporarily due to COVID-19,Neutral
4166,user_004166,2020-07-28,My Asiatic friends are in afraid to go outside because of racist snipe #covid19,Counter hate
4204,user_004204,2020-02-20,We need to stand with our Asiatic community during these difficult times?,Counter hate
3538,user_003538,2020-05-10,many lountries have implemented travel limitation,Neutral
2311,user_002311,2020-11-12,Many businesses closed temporarily due to COVID-19.,Neutral
2038,user_002038,2020-03-27,Wuhan testing is available at local health centers.,Neutral
773,user_000773,2020-05-14,Chinese hoi polloi are responsible for the Wuhan virus outbreak,Hate
1285,user_001285,2020-09-10,Remember to wash your hands and practice social distance,Neutral
4281,user_004281,2021-01-13,be Asian doesn't make someone more likely to birth COVID #covid19,Counter hate
1415,user_001415,2020-05-24,WHO provides guidelines for COVID-19 prevention,Neutral
1235,user_001235,2021-02-20,Wuhan virus is the biggest attack on America,Hate
2217,user_002217,2020-08-07,many business have closed temporarily due to COVID-19,Neutral
436,user_000436,2020-02-06,We should make China pay fixing for this Chinese flu.,Hate
1675,user_001675,2020-11-09,COVID-19 testing is available at local anaesthetic health centers,Neutral
366,user_000366,2020-05-02,The Chinese government produce this virus as a bioweapon.,Hate
2178,user_002178,2020-02-04,Schools are and implement hybrid learning models #asians,Neutral
232,user_000232,2021-03-15,All these Asians coming here spreading disease #stayathome.,Hate
4054,user_004054,2020-10-25,Social outdistance helps reduce the spread of COVID-19!!,Neutral
3554,user_003554,2021-01-21,on-line learning has become the average during the pandemic!!,Neutral
408,user_000408,2020-04-13,Those people brought their filthy habits and viruses here!,Hate
2091,user_002091,2020-07-11,Schools are follow through hybrid learning models #china...,Neutral
87,user_000087,2020-10-09,Those people bring their nasty habits and viruses here,Hate
845,user_000845,2021-01-03,"Stay outside from Asian restaurants, they spread the virus!",Hate
3922,user_003922,2021-01-31,Working from to home during the pandemic has its challenge,Neutral
3023,user_003023,2020-01-02,shoal implementing hybrid learning models...,Neutral
856,user_000856,2021-01-25,China needs to pay what they've done to the the Earth...,Hate
79,user_000079,2020-03-09,Chidese people eat bats and that's how the virus started #wuhan...,Hate
4129,user_004129,2020-07-02,Using terms similar 'Chinese virus' is harmful to the Asian community,Counter hate
2990,user_002990,2020-12-18,scientist are work on developing vaccines for the coronavirus...,Neutral
2385,user_002385,2020-11-28,Remember to lap your hand and practice social distance...,Neutral
2501,user_002501,2020-06-13,Social distancing helps reduce the spread of COVID-19,Neutral
2618,user_002618,2020-09-26,Scientists are working on developing vaccines for the social distancing #virus,Neutral
3433,user_003433,2021-01-25,requisite workers continue to serve during the pandemic #asians...,Neutral
3208,user_003208,2020-03-06,COVID-19 cases continue to originate across the country!,Neutral
2802,user_002802,2020-04-21,WHO provides guideline for COVID-19 prevention,Neutral
425,user_000425,2021-03-26,Chinese people are limited to are responsible for the Wuhan virus outbreak,Hate
393,user_000393,2020-04-01,These Chinese people brought COVID to our country!!,Hate
4273,user_004273,2020-02-07,"This isn't about a country or ethnicity, it's a global health crisis",Counter hate
105,user_000105,2020-05-16,China needs to pay for what they've done to the world,Hate
3595,user_003595,2020-12-05,The pandemic has changed how we work and socialize!!,Neutral
1949,user_001949,2020-11-19,Health officials recommend stay 6 feet apart from others #stayathome,Neutral
1460,user_001460,2020-07-08,online learning has go the norm during the pandemic,Neutral
2664,user_002664,2020-10-29,on-line learning has become on the norm during the pandemic,Neutral
2299,user_002299,2020-04-06,COVID-19 cases continue to rise across the country,Neutral
2224,user_002224,2020-04-15,COVID-19 cases continue to lift across the country,Neutral
3801,user_003801,2020-05-26,COVID-19 testing is available at topical anesthetic wellness centers?,Neutral
1588,user_001588,2020-01-20,COVID-19 testing is available local of health centers,Neutral
2993,user_002993,2020-12-17,"COVID symptoms let in fever, cough, and red of the tuste!!",Neutral
1732,user_001732,2020-10-26,Vaccine distribution has begun in respective countries.,Neutral
3348,user_003348,2020-12-15,The pandemic has changed how we work and socialize,Neutral
3905,user_003905,2020-01-16,Essential workers continue to serve during the pandemic #china,Neutral
1792,user_001792,2020-04-09,WHO provides guideline for COdID-19 prevention #asians...,Neutral
1941,user_001941,2020-05-10,Many countries have go through travel confinement and.,Neutral
703,user_000703,2020-12-19,"Stay away from Asian restaurants, they spread the virus.",Hate
2306,user_002306,2020-06-30,vaccinum distribution has lead off in several countries?,Neutral
497,user_000497,2020-09-30,They should ban all flights from China and other Asian commonwealth,Hate
465,user_000465,2020-12-28,Asians are the reason we're all in lockdown now #asians,Hate
2520,user_002520,2020-11-21,Mask mandates are be with implemented in several land #virus!!,Neutral
3726,user_003726,2020-06-17,Public gatherings are limited to prevent computer virus spread #covid19,Neutral
3993,user_003993,2020-05-06,COVID-19 cases continue to rise across the country #virus,Neutral
2836,user_002836,2020-07-13,Remember to wash your on hand and practice social outdistance #covid19.,Neutral
3014,user_003014,2021-03-16,to wash your hands and practice social distancing #covid19,Neutral
2831,user_002831,2020-08-13,COVID-19 cases extend to rise across the country,Neutral
2113,user_002113,2020-02-05,WHO provides guideline for COVID-19 prevention #wuhan!!,Neutral
901,user_000901,2020-11-22,All these Asians coming here spreading disease,Hate
1447,user_001447,2020-11-23,school are implement crossbreed learning models.,Neutral
2925,user_002925,2020-01-30,Mask mandates are being carry out in several express #pandemic,Neutral
742,user_000742,2020-09-17,China coronavirus has kill thousands of people worldwide #covid19?,Hate
3454,user_003454,2020-02-18,WHO bring home the bacon guidelines for COVID-19 prevention,Neutral
3327,user_003327,2020-03-08,Schools are carry out hybrid learning models #pandemic,Neutral
1207,user_001207,2020-10-14,All these Asiatic coming here fan out disease,Hate
510,user_000510,2020-06-18,China social distancing has kill thousands of people worldwide,Hate
2412,user_002412,2020-11-29,The coronavirus pandemic has move the world-wide economy and!!,Neutral
2298,user_002298,2020-05-09,Hospitals are overwhelmed with coronavirus patients #asians,Neutral
3942,user_003942,2021-03-09,for Vaccine distribution has begun in several countries?,Neutral
3596,user_003596,2021-01-25,many businesses have closed temporarily due to COVID-19!!,Neutral
2045,user_002045,2020-01-29,hospital are sweep over with coronavirus patients!!,Neutral
768,user_000768,2020-06-15,Wuhan virus is the biggest onrush on America the...,Hate
4399,user_004399,2020-03-14,My Asian friends are afraid to go outside is because of racist attacks!,Counter hate
3051,user_003051,2020-01-29,Remember to wash your hands and practice social distancing #china!!,Neutral
422,user_000422,2020-06-21,"Stay away from Asian restaurants, they We need spread the virus",Hate
124,user_000124,2021-03-06,Asiatic people should go spine to their country with their virus #stayathome,Hate
3436,user_003436,2021-01-01,Working from home during the pandemic has its challenges!!,Neutral
2158,user_002158,2020-10-27,Social distancing helps shorten the spread of COVID-19 #covid19!,Neutral
820,user_000820,2020-09-17,"Stay aoay from Asian restaurants, they spread the virus",Hate
1404,user_001404,2020-09-04,"COVID symptom include fever, cough, and loss of taste #china",Neutral
1383,user_001383,2021-01-04,Public gatherings are limit to prevent virus spread,Neutral
2149,user_002149,2020-01-18,Mask mandates are be implemented in several states,Neutral
1576,user_001576,2020-08-06,Online learning has become the norm during the pandemic,Neutral
1639,user_001639,2020-10-24,WHO provides guidelines for COVID-19 prevention,Neutral
1796,user_001796,2020-05-07,COVID-19 testing is available at local with health centers #wuhan,Neutral
4349,user_004349,2021-02-13,"Stop Asian people for COVID-19, racial discrimination is not the answer!!",Counter hate
400,user_000400,2020-09-07,Asians are the rationality we're all in lockdown now,Hate
3664,user_003664,2020-02-14,Schools are implement intercrossed learning models,Neutral
3976,user_003976,2021-03-18,shoal are implementing hubrid learning models #china!!,Neutral
2963,user_002963,2021-03-29,Mask mandates are being implemented in several states #wuhan,Neutral
1353,user_001353,2020-02-26,on-line learning has become the norm during the pandemic.,Neutral
2255,user_002255,2020-11-24,mask mandates are implemented in various states #wuhan,Neutral
4109,user_004109,2020-05-31,Asian Americans are not responsible for the coronavirus #stayathome!,Counter hate
2131,user_002131,2021-01-02,crucial workers continue to serve during the to pandemic #pandemic,Neutral
983,user_000983,2020-10-02,These Chinese people institute COVID to our country?,Hate
457,user_000457,2020-03-27,We should make China pay reparations for this Chinese flu,Hate
4477,user_004477,2020-11-16,Being Asian doesn't make someone more likely to have COVID #wuhan...,Counter hate
3695,user_003695,2021-03-15,Essential workers continue to serve during the pandemic...,Neutral
1951,user_001951,2020-06-08,Scientists are form on educatb vaccines for the coronavirus #stayathome,Neutral
3682,user_003682,2020-05-29,Working from hoje during the pandemic has its challenges #covid19!!,Neutral
3838,user_003838,2020-08-04,Many res publica birth implemented travel restrictions.,Neutral
642,user_000642,2021-02-18,virus the is ruining everything against,Hate
1954,user_001954,2020-05-09,Public gatherings are limited prevent virus spread.,Neutral
2260,user_002260,2020-06-19,"COVID symptom incuude fever, cough, and passing of taste!",Neutral
3555,user_003555,2020-10-18,"COVID symptoms include fever, cough, and loss of taste #pandemic!",Neutral
4305,user_004305,2020-11-12,"Stop blaming Asiatic a people for COVID-19, racism is not the answer",Counter hate
3591,user_003591,2020-01-26,The pandemic has changed how we work and socialize...,Neutral
1885,user_001885,2020-04-18,bring from home during the pandemic has its challenges #asians.,Neutral
4479,user_004479,2020-11-28,The rise in hate crimes against Asians must stop now!,Counter hate
3264,user_003264,2021-01-26,COVID-19 cases continue to rise across the country?,Neutral
2367,user_002367,2021-03-08,Working from home during the pandemic has its challenge,Neutral
846,user_000846,2020-09-25,Asians are the reason we're all in lockdown now?,Hate
543,user_000543,2020-12-18,These Chinese hoi polloi brought COVID to our country...,Hate
92,user_000092,2020-04-25,Wuhan virus is the biggest attack on America,Hate
3856,user_003856,2020-08-08,Working from home during the pandemic has its challenges #pandemic,Neutral
1980,user_001980,2021-01-05,Scientists are working on grow vaccinum for the masks #china,Neutral
2305,user_002305,2020-03-30,Online see has become on the norm during the pandemic #stayathome,Neutral
3330,user_003330,2020-01-29,Public gatherings are limited to prevent virus spread?,Neutral
2375,user_002375,2020-04-01,Online learning has get the norm during the pandemic,Neutral
4034,user_004034,2020-11-03,COVID-19 examine is available at local health center!,Neutral
1049,user_001049,2020-04-12,Chinese virus is ruining everything #coronavirus!,Hate
1961,user_001961,2020-04-14,people brought their nasty habits and Asian viruses here,Neutral
238,user_000238,2020-01-17,All these Asians coming in hzre spreading disease...,Hate
2424,user_002424,2020-09-25,Mask mandates are being apply in several states #stayathome,Neutral
1134,user_001134,2021-02-10,"Stay away from Asian restaurants, they spread the virus!!",Hate
1806,user_001806,2020-10-06,"Kung-flu is destroying our economy cough, to China",Neutral
3403,user_003403,2021-02-28,Vaccine distribution has begun in several land.,Neutral
164,user_000164,2020-05-05,Chinese people are responsible for the Wuhan virus outbreak #stayathome,Hate
2857,user_002857,2020-09-26,Health officials recommend detain 6 human foot apart from others!,Neutral
4264,user_004264,2020-01-28,our local Asian businesses during this pandemic,Counter hate
2823,user_002823,2020-09-17,Scientists are working on developing vaccines for and the coronavirus,Neutral
4327,user_004327,2020-09-30,"COVID-19 is not the 'Chinese virus', stop use racist terms...",Counter hate
2972,user_002972,2021-02-04,COVID-19 test is available at local health centers #china,Neutral
3955,user_003955,2021-02-11,COVID-1t cases continue to rise across the country...,Neutral
1812,user_001812,2020-05-06,work from home during the pandemic has in its challenges #pandemic,Neutral
2543,user_002543,2021-01-25,scientist are working on developing vaccine for the coronavirus,Neutral
3715,user_003715,2020-03-24,masque mandates are be implemented in several states #coronavirus,Neutral
